,Member_number,Date,itemDescription,year,month,day,day_of_week,ItemId,Value,Value Discount,ItensAvail.,Age,Lifetime Cross Sell Itens,GMV Lifetime,Orders,Time since Last Order,Vendors Seen Last 4 Weeks
7296,3562,2015-12-30,finishedproducts,2015,12,30,2,615,"10,00","2,00",9,49,13,72,25,12,11
7297,4442,2015-10-06,othervegetables,2015,10,6,1,2738,"15,00","0,00",12,36,17,95,5,2,3
7298,2022,2015-05-02,fruit/vegetablejuice,2015,5,2,5,5361,"9,00","2,00",15,25,16,116,12,78,10
7299,4380,2015-03-11,berries,2015,3,11,2,168,"18,00","0,00",10,53,14,38,3,49,16
7300,3687,2015-12-22,othervegetables,2015,12,22,1,2738,"15,00","0,00",12,23,9,129,13,92,5
7301,2077,2015-07-05,rollproducts,2015,7,5,6,5584,"13,00","1,00",3,21,9,135,21,48,3
7302,3273,2015-03-15,sausage,2015,3,15,6,9945,"5,00","0,00",14,45,5,109,3,25,15
7303,3736,2015-11-27,beef,2015,11,27,4,3178,"7,00","2,00",9,52,11,210,15,65,12
7304,3190,2015-03-28,tropicalfruit,2015,3,28,5,1376,"9,00","2,00",15,33,10,28,14,86,4
7305,3295,2015-07-28,sausage,2015,7,28,1,9945,"5,00","0,00",14,21,6,234,11,90,5
7306,3276,2015-06-30,specialtychocolate,2015,6,30,1,2822,"17,00","1,00",6,24,11,63,15,60,5
7307,4405,2015-06-01,bottledwater,2015,6,1,0,1237,"12,00","0,00",7,24,6,114,13,10,2
7308,4266,2015-07-31,sausage,2015,7,31,4,9945,"5,00","0,00",14,22,10,101,16,56,12
7309,1372,2015-06-25,wholemilk,2015,6,25,3,5497,"4,00","2,00",9,21,15,197,20,21,15
7310,1242,2015-12-13,beverages,2015,12,13,6,9692,"8,00","1,00",7,52,8,167,17,29,16
7311,4820,2015-01-05,pastry,2015,1,5,0,1952,"12,00","1,00",3,18,5,235,8,65,2
7312,4702,2015-08-11,grapes,2015,8,11,1,7532,"16,00","2,00",11,50,12,249,25,37,3
7313,3687,2015-07-16,citrusfruit,2015,7,16,3,9978,"12,00","0,00",13,23,9,129,13,92,5
7314,4115,2015-03-20,citrusfruit,2015,3,20,4,9978,"12,00","0,00",13,18,12,248,8,52,11
7315,2236,2015-03-02,meat,2015,3,2,0,7898,"11,00","0,00",10,54,15,250,25,8,15
7316,1026,2015-03-15,saltysnack,2015,3,15,6,8797,"17,00","2,00",4,59,4,148,25,36,5
7317,2678,2015-03-20,finishedproducts,2015,3,20,4,615,"10,00","2,00",9,49,4,244,1,4,6
7318,1934,2015-04-08,bottledbeer,2015,4,8,2,4817,"5,00","0,00",6,47,14,35,21,56,3
7319,3525,2015-02-14,citrusfruit,2015,2,14,5,9978,"12,00","0,00",13,34,8,117,1,7,16
7320,1354,2015-11-29,icecream,2015,11,29,6,3061,"2,00","1,00",3,56,11,57,18,73,16
7321,2782,2015-09-04,tropicalfruit,2015,9,4,4,1376,"9,00","2,00",15,35,17,33,1,59,3
7322,4456,2015-05-16,margarine,2015,5,16,5,5329,"12,00","2,00",6,51,12,102,17,43,2
7323,4869,2015-03-04,soda,2015,3,4,2,9166,"8,00","1,00",13,44,7,18,21,49,13
7324,2454,2015-08-26,sausage,2015,8,26,2,9945,"5,00","0,00",14,18,6,216,3,46,3
7325,4222,2015-08-20,beverages,2015,8,20,3,9692,"8,00","1,00",7,28,8,139,24,43,14
7326,1358,2015-11-09,whipped/sourcream,2015,11,9,0,8554,"12,00","2,00",14,48,12,179,5,86,3
7327,3393,2015-02-15,tropicalfruit,2015,2,15,6,1376,"9,00","2,00",15,24,12,134,19,50,15
7328,1615,2015-03-12,herbs,2015,3,12,3,8792,"8,00","0,00",4,20,7,186,2,76,2
7329,4734,2015-12-07,wholemilk,2015,12,7,0,5497,"4,00","2,00",9,49,7,199,14,25,8
7330,4946,2015-04-11,yogurt,2015,4,11,5,9399,"10,00","1,00",6,51,1,46,1,28,3
7331,2419,2015-08-22,hamburgermeat,2015,8,22,5,2853,"5,00","2,00",11,20,7,44,25,5,11
7332,4989,2015-03-06,pipfruit,2015,3,6,4,4936,"17,00","1,00",11,20,5,102,16,20,16
7333,2961,2015-05-27,frozenpotatoproducts,2015,5,27,2,8252,"5,00","0,00",12,51,8,178,8,14,15
7334,2707,2015-07-03,wholemilk,2015,7,3,4,5497,"4,00","2,00",9,28,12,102,8,80,1
7335,2010,2015-06-11,wholemilk,2015,6,11,3,5497,"4,00","2,00",9,21,10,253,7,26,15
7336,1502,2015-04-16,sausage,2015,4,16,3,9945,"5,00","0,00",14,50,5,133,13,91,12
7337,2600,2015-04-29,femalesanitaryproducts,2015,4,29,2,6879,"8,00","2,00",5,24,3,71,21,9,10
7338,3603,2015-01-30,beef,2015,1,30,4,3178,"7,00","2,00",9,44,12,229,13,72,4
7339,4352,2015-04-14,sausage,2015,4,14,1,9945,"5,00","0,00",14,39,3,246,20,76,5
7340,1477,2015-05-16,sausage,2015,5,16,5,9945,"5,00","0,00",14,48,13,134,11,32,10
7341,4938,2015-11-24,tropicalfruit,2015,11,24,1,1376,"9,00","2,00",15,22,14,88,2,14,11
7342,2745,2015-01-27,frankfurter,2015,1,27,1,9589,"15,00","2,00",13,37,5,30,8,0,12
7343,2738,2015-09-11,beef,2015,9,11,4,3178,"7,00","2,00",9,28,16,88,15,17,1
7344,4170,2015-01-19,curd,2015,1,19,0,1528,"17,00","0,00",5,37,11,177,22,31,12
7345,3776,2015-05-17,bottledwater,2015,5,17,6,1237,"12,00","0,00",7,36,1,124,7,77,16
7346,1062,2015-09-18,yogurt,2015,9,18,4,9399,"10,00","1,00",6,29,13,246,5,25,2
7347,1546,2015-03-01,rootvegetables,2015,3,1,6,7481,"10,00","0,00",15,40,1,177,11,5,16
7348,2020,2015-11-19,slicedcheese,2015,11,19,3,1989,"9,00","0,00",15,51,8,186,24,57,7
7349,2366,2015-01-18,pipfruit,2015,1,18,6,4936,"17,00","1,00",11,26,4,60,14,65,4
7350,1107,2015-03-01,chicken,2015,3,1,6,5090,"14,00","1,00",8,23,1,248,20,87,14
7351,1407,2015-07-29,ham,2015,7,29,2,1524,"13,00","2,00",3,30,11,132,5,64,8
7352,3718,2015-02-26,specialtychocolate,2015,2,26,3,2822,"17,00","1,00",6,41,3,20,9,59,14
7353,4808,2015-07-26,fish,2015,7,26,6,4366,"7,00","0,00",10,21,1,70,3,83,8
7354,2940,2015-05-21,detergent,2015,5,21,3,4155,"8,00","0,00",9,22,9,87,2,34,11
7355,3048,2015-10-12,rolls/buns,2015,10,12,0,6555,"17,00","1,00",11,35,11,224,9,92,11
7356,3165,2015-06-15,sausage,2015,6,15,0,9945,"5,00","0,00",14,23,13,43,24,3,3
7357,4306,2015-12-28,coffee,2015,12,28,0,5541,"8,00","1,00",14,61,5,225,6,20,15
7358,4302,2015-05-11,frankfurter,2015,5,11,0,9589,"15,00","2,00",13,48,12,135,17,23,15
7359,4516,2015-03-29,sausage,2015,3,29,6,9945,"5,00","0,00",14,20,6,33,20,86,14
7360,3582,2015-03-31,wholemilk,2015,3,31,1,5497,"4,00","2,00",9,23,5,86,5,59,7
7361,1534,2015-10-07,dessert,2015,10,7,2,4713,"15,00","1,00",14,46,2,248,17,43,7
7362,1844,2015-07-24,pipfruit,2015,7,24,4,4936,"17,00","1,00",11,37,15,193,25,50,8
7363,1218,2015-05-07,sausage,2015,5,7,3,9945,"5,00","0,00",14,50,13,35,13,65,3
7364,4482,2015-11-30,wholemilk,2015,11,30,0,5497,"4,00","2,00",9,40,11,244,6,50,2
7365,2574,2015-11-12,saltysnack,2015,11,12,3,8797,"17,00","2,00",4,38,9,247,14,90,5
7366,2767,2015-01-27,sausage,2015,1,27,1,9945,"5,00","0,00",14,19,14,127,17,55,9
7367,2794,2015-09-29,bottledbeer,2015,9,29,1,4817,"5,00","0,00",6,18,9,25,6,62,8
7368,4228,2015-03-26,sweetspreads,2015,3,26,3,7477,"6,00","0,00",13,52,4,157,16,30,3
7369,3062,2015-08-06,pipfruit,2015,8,6,3,4936,"17,00","1,00",11,35,15,65,1,51,4
7370,2365,2015-06-21,pork,2015,6,21,6,6549,"3,00","2,00",11,21,5,232,3,27,5
7371,3775,2015-07-07,beverages,2015,7,7,1,9692,"8,00","1,00",7,60,3,163,15,20,8
7372,2232,2015-06-05,wholemilk,2015,6,5,4,5497,"4,00","2,00",9,52,2,215,6,69,3
7373,4156,2015-03-08,tropicalfruit,2015,3,8,6,1376,"9,00","2,00",15,57,4,193,6,84,14
7374,3643,2015-09-20,frankfurter,2015,9,20,6,9589,"15,00","2,00",13,48,3,128,10,74,5
7375,3470,2015-04-10,sweetspreads,2015,4,10,4,7477,"6,00","0,00",13,50,16,96,22,26,12
7376,2602,2015-11-12,soups,2015,11,12,3,2675,"6,00","2,00",3,31,13,237,19,36,12
7377,4796,2015-10-06,soda,2015,10,6,1,9166,"8,00","1,00",13,51,10,121,14,89,9
7378,3289,2015-09-08,rootvegetables,2015,9,8,1,7481,"10,00","0,00",15,50,12,254,8,31,5
7379,4470,2015-03-31,wholemilk,2015,3,31,1,5497,"4,00","2,00",9,40,3,139,24,60,6
7380,2502,2015-07-02,citrusfruit,2015,7,2,3,9978,"12,00","0,00",13,27,4,118,16,5,5
7381,2205,2015-07-03,wholemilk,2015,7,3,4,5497,"4,00","2,00",9,53,6,255,9,92,15
7382,3201,2015-01-21,soda,2015,1,21,2,9166,"8,00","1,00",13,23,11,146,1,91,11
7383,2882,2015-06-25,sausage,2015,6,25,3,9945,"5,00","0,00",14,41,13,144,9,22,9
7384,2757,2015-12-16,whipped/sourcream,2015,12,16,2,8554,"12,00","2,00",14,34,14,163,19,3,4
7385,3679,2015-08-30,frankfurter,2015,8,30,6,9589,"15,00","2,00",13,60,8,55,10,31,7
7386,2380,2015-12-02,othervegetables,2015,12,2,2,2738,"15,00","0,00",12,51,4,157,24,26,4
7387,1825,2015-06-10,bottledbeer,2015,6,10,2,4817,"5,00","0,00",6,61,16,112,9,13,14
7388,2868,2015-07-18,pipfruit,2015,7,18,5,4936,"17,00","1,00",11,38,1,123,12,61,9
7389,2709,2015-08-20,citrusfruit,2015,8,20,3,9978,"12,00","0,00",13,25,15,245,21,89,13
7390,4585,2015-07-16,whipped/sourcream,2015,7,16,3,8554,"12,00","2,00",14,23,10,61,8,26,16
7391,2634,2015-04-22,whipped/sourcream,2015,4,22,2,8554,"12,00","2,00",14,28,8,83,19,53,4
7392,4832,2015-03-12,othervegetables,2015,3,12,3,2738,"15,00","0,00",12,42,4,250,12,3,3
7393,2032,2015-07-28,tropicalfruit,2015,7,28,1,1376,"9,00","2,00",15,50,9,212,2,57,7
7394,2061,2015-12-27,tropicalfruit,2015,12,27,6,1376,"9,00","2,00",15,28,5,159,3,68,12
7395,2210,2015-01-13,specialtybar,2015,1,13,1,515,"8,00","0,00",8,25,17,218,22,12,16
7396,2346,2015-05-08,meat,2015,5,8,4,7898,"11,00","0,00",10,41,3,201,23,78,15
7397,4315,2015-04-26,soda,2015,4,26,6,9166,"8,00","1,00",13,26,14,128,13,79,14
7398,4166,2015-07-26,yogurt,2015,7,26,6,9399,"10,00","1,00",6,48,12,183,24,25,10
7399,3907,2015-10-25,frankfurter,2015,10,25,6,9589,"15,00","2,00",13,52,9,251,2,10,5
7400,2706,2015-03-22,ham,2015,3,22,6,1524,"13,00","2,00",3,43,7,211,11,46,16
7401,2855,2015-05-08,organicproducts,2015,5,8,4,4281,"11,00","2,00",6,39,12,87,19,0,12
7402,2074,2015-10-04,cannedbeer,2015,10,4,6,4344,"3,00","0,00",8,28,15,207,3,58,7
7403,2840,2015-05-27,frozenmeals,2015,5,27,2,833,"9,00","1,00",12,53,1,187,5,56,16
7404,2247,2015-05-31,othervegetables,2015,5,31,6,2738,"15,00","0,00",12,29,14,44,7,76,14
7405,4063,2015-07-14,sausage,2015,7,14,1,9945,"5,00","0,00",14,27,6,174,8,37,7
7406,4780,2015-03-07,sausage,2015,3,7,5,9945,"5,00","0,00",14,38,14,184,6,30,7
7407,1081,2015-06-03,frankfurter,2015,6,3,2,9589,"15,00","2,00",13,48,7,62,17,73,10
7408,4843,2015-02-03,malecosmetics,2015,2,3,1,6266,"5,00","1,00",7,58,1,237,13,43,13
7409,3246,2015-08-27,frozenmeals,2015,8,27,3,833,"9,00","1,00",12,61,15,90,16,25,15
7410,4009,2015-07-14,wholemilk,2015,7,14,1,5497,"4,00","2,00",9,20,4,206,16,75,12
7411,3697,2015-03-10,UHT-milk,2015,3,10,1,5706,"5,00","1,00",12,35,2,30,20,64,10
7412,4579,2015-10-29,misc.beverages,2015,10,29,3,986,"16,00","0,00",9,28,1,101,12,70,4
7413,3803,2015-06-10,fruit/vegetablejuice,2015,6,10,2,5361,"9,00","2,00",15,28,14,165,11,92,8
7414,4108,2015-07-21,rootvegetables,2015,7,21,1,7481,"10,00","0,00",15,48,9,224,16,82,6
7415,1664,2015-01-04,frankfurter,2015,1,4,6,9589,"15,00","2,00",13,39,18,197,10,37,2
7416,4179,2015-06-03,grapes,2015,6,3,2,7532,"16,00","2,00",11,32,10,194,12,28,13
7417,4172,2015-02-18,grapes,2015,2,18,2,7532,"16,00","2,00",11,54,8,198,7,13,5
7418,2851,2015-02-17,bottledbeer,2015,2,17,1,4817,"5,00","0,00",6,28,18,61,14,65,12
7419,3385,2015-06-22,rolls/buns,2015,6,22,0,6555,"17,00","1,00",11,50,12,255,5,51,10
7420,1303,2015-08-09,rolls/buns,2015,8,9,6,6555,"17,00","1,00",11,52,11,158,14,4,5
7421,4487,2015-01-22,curd,2015,1,22,3,1528,"17,00","0,00",5,50,7,34,21,71,12
7422,2392,2015-03-23,sausage,2015,3,23,0,9945,"5,00","0,00",14,40,12,26,8,44,16
7423,4218,2015-03-10,frankfurter,2015,3,10,1,9589,"15,00","2,00",13,48,12,151,10,65,12
7424,2891,2015-02-07,liverloaf,2015,2,7,5,4731,"4,00","0,00",4,30,13,207,2,14,4
7425,4474,2015-10-12,cannedbeer,2015,10,12,0,4344,"3,00","0,00",8,43,15,41,4,12,2
7426,4437,2015-07-28,softcheese,2015,7,28,1,1308,"5,00","0,00",8,62,1,60,9,1,7
7427,2648,2015-08-11,pork,2015,8,11,1,6549,"3,00","2,00",11,45,15,251,10,87,14
7428,1081,2015-03-05,tropicalfruit,2015,3,5,3,1376,"9,00","2,00",15,48,7,62,17,73,10
7429,3071,2015-01-21,pipfruit,2015,1,21,2,4936,"17,00","1,00",11,36,4,96,3,46,1
7430,3409,2015-05-20,citrusfruit,2015,5,20,2,9978,"12,00","0,00",13,39,17,243,21,77,14
7431,2768,2015-01-01,meat,2015,1,1,3,7898,"11,00","0,00",10,53,15,135,21,3,12
7432,3424,2015-08-16,shoppingbags,2015,8,16,6,6796,"3,00","1,00",7,45,4,36,16,82,8
7433,4610,2015-04-19,hamburgermeat,2015,4,19,6,2853,"5,00","2,00",11,22,16,103,3,48,13
7434,3090,2015-04-11,rootvegetables,2015,4,11,5,7481,"10,00","0,00",15,31,5,252,21,70,4
7435,4585,2015-01-05,beef,2015,1,5,0,3178,"7,00","2,00",9,23,10,61,8,26,16
7436,4388,2015-03-20,cannedbeer,2015,3,20,4,4344,"3,00","0,00",8,31,9,164,19,55,10
7437,3751,2015-01-01,whipped/sourcream,2015,1,1,3,8554,"12,00","2,00",14,46,4,153,22,53,16
7438,2650,2015-11-05,tropicalfruit,2015,11,5,3,1376,"9,00","2,00",15,32,15,200,10,14,1
7439,2448,2015-08-06,tropicalfruit,2015,8,6,3,1376,"9,00","2,00",15,49,6,169,22,12,12
7440,2652,2015-12-26,pastry,2015,12,26,5,1952,"12,00","1,00",3,41,3,69,19,51,2
7441,1385,2015-11-19,turkey,2015,11,19,3,2852,"3,00","0,00",10,48,8,208,8,66,4
7442,2960,2015-08-31,tropicalfruit,2015,8,31,0,1376,"9,00","2,00",15,52,3,30,25,89,10
7443,2736,2015-02-03,sugar,2015,2,3,1,2150,"12,00","0,00",12,27,14,247,7,54,14
7444,1768,2015-04-21,finishedproducts,2015,4,21,1,615,"10,00","2,00",9,28,7,46,12,65,11
7445,2002,2015-10-20,meat,2015,10,20,1,7898,"11,00","0,00",10,25,17,175,24,87,3
7446,3046,2015-11-18,hamburgermeat,2015,11,18,2,2853,"5,00","2,00",11,58,16,201,4,22,1
7447,2284,2015-03-18,pork,2015,3,18,2,6549,"3,00","2,00",11,45,3,48,23,62,14
7448,1708,2015-09-18,wholemilk,2015,9,18,4,5497,"4,00","2,00",9,22,4,248,22,44,16
7449,1952,2015-11-23,pork,2015,11,23,0,6549,"3,00","2,00",11,52,12,108,3,35,13
7450,3497,2015-08-09,UHT-milk,2015,8,9,6,5706,"5,00","1,00",12,54,8,241,13,91,14
7451,1479,2015-05-14,othervegetables,2015,5,14,3,2738,"15,00","0,00",12,56,13,164,25,91,4
7452,1237,2015-09-04,wholemilk,2015,9,4,4,5497,"4,00","2,00",9,19,9,64,5,54,8
7453,4353,2015-08-24,chicken,2015,8,24,0,5090,"14,00","1,00",8,27,13,120,12,18,4
7454,3528,2015-08-18,wholemilk,2015,8,18,1,5497,"4,00","2,00",9,56,12,140,10,14,14
7455,2092,2015-04-09,pipfruit,2015,4,9,3,4936,"17,00","1,00",11,30,16,124,14,85,16
7456,2514,2015-02-11,rolls/buns,2015,2,11,2,6555,"17,00","1,00",11,62,18,234,5,5,1
7457,4790,2015-05-16,rootvegetables,2015,5,16,5,7481,"10,00","0,00",15,22,7,215,24,73,6
7458,1948,2015-08-25,frankfurter,2015,8,25,1,9589,"15,00","2,00",13,36,13,64,15,8,5
7459,3581,2015-01-16,wholemilk,2015,1,16,4,5497,"4,00","2,00",9,30,11,106,2,40,1
7460,4778,2015-03-26,frankfurter,2015,3,26,3,9589,"15,00","2,00",13,29,17,85,22,22,6
7461,2601,2015-03-26,rootvegetables,2015,3,26,3,7481,"10,00","0,00",15,41,4,210,22,38,2
7462,4678,2015-03-31,pipfruit,2015,3,31,1,4936,"17,00","1,00",11,26,6,84,9,45,16
7463,3642,2015-02-24,sausage,2015,2,24,1,9945,"5,00","0,00",14,59,17,49,21,34,10
7464,2957,2015-09-19,UHT-milk,2015,9,19,5,5706,"5,00","1,00",12,31,5,149,11,63,14
7465,4585,2015-09-28,pork,2015,9,28,0,6549,"3,00","2,00",11,23,10,61,8,26,16
7466,3637,2015-10-07,citrusfruit,2015,10,7,2,9978,"12,00","0,00",13,36,16,139,17,81,1
7467,1353,2015-09-02,beef,2015,9,2,2,3178,"7,00","2,00",9,56,9,61,5,16,9
7468,3257,2015-02-13,wholemilk,2015,2,13,4,5497,"4,00","2,00",9,19,9,252,13,92,11
7469,2524,2015-10-09,beef,2015,10,9,4,3178,"7,00","2,00",9,52,4,32,1,74,8
7470,2035,2015-12-23,sausage,2015,12,23,2,9945,"5,00","0,00",14,57,10,105,24,28,12
7471,3658,2015-09-26,bottledbeer,2015,9,26,5,4817,"5,00","0,00",6,32,10,144,16,0,12
7472,1901,2015-11-29,rolls/buns,2015,11,29,6,6555,"17,00","1,00",11,49,9,179,6,56,4
7473,3247,2015-01-13,rootvegetables,2015,1,13,1,7481,"10,00","0,00",15,18,18,27,6,18,4
7474,4308,2015-01-24,citrusfruit,2015,1,24,5,9978,"12,00","0,00",13,43,18,33,14,73,9
7475,1305,2015-05-24,tropicalfruit,2015,5,24,6,1376,"9,00","2,00",15,46,1,25,9,91,14
7476,1011,2015-09-12,frankfurter,2015,9,12,5,9589,"15,00","2,00",13,36,17,125,18,80,1
7477,2234,2015-07-29,sausage,2015,7,29,2,9945,"5,00","0,00",14,24,1,83,7,72,1
7478,3744,2015-08-12,tropicalfruit,2015,8,12,2,1376,"9,00","2,00",15,28,7,245,8,22,15
7479,2903,2015-08-08,frankfurter,2015,8,8,5,9589,"15,00","2,00",13,20,18,144,11,87,15
7480,3036,2015-12-07,sausage,2015,12,7,0,9945,"5,00","0,00",14,40,4,186,5,85,7
7481,2465,2015-12-27,tropicalfruit,2015,12,27,6,1376,"9,00","2,00",15,43,6,190,15,64,8
7482,1233,2015-03-20,whipped/sourcream,2015,3,20,4,8554,"12,00","2,00",14,23,16,189,13,40,15
7483,1366,2015-05-29,beef,2015,5,29,4,3178,"7,00","2,00",9,58,7,149,21,28,8
7484,3741,2015-06-08,ham,2015,6,8,0,1524,"13,00","2,00",3,51,17,104,7,25,13
7485,2230,2015-05-28,tropicalfruit,2015,5,28,3,1376,"9,00","2,00",15,27,8,22,6,65,5
7486,1206,2015-05-15,sausage,2015,5,15,4,9945,"5,00","0,00",14,57,3,61,20,26,3
7487,3690,2015-04-24,frankfurter,2015,4,24,4,9589,"15,00","2,00",13,62,16,228,1,66,3
7488,3620,2015-06-18,sausage,2015,6,18,3,9945,"5,00","0,00",14,40,15,152,8,32,10
7489,4759,2015-02-20,frankfurter,2015,2,20,4,9589,"15,00","2,00",13,61,15,124,11,9,11
7490,3543,2015-11-10,beef,2015,11,10,1,3178,"7,00","2,00",9,53,7,80,19,84,11
7491,2792,2015-07-29,frankfurter,2015,7,29,2,9589,"15,00","2,00",13,42,5,120,21,70,15
7492,1929,2015-10-07,bottledwater,2015,10,7,2,1237,"12,00","0,00",7,54,9,112,8,6,14
7493,2433,2015-08-23,beverages,2015,8,23,6,9692,"8,00","1,00",7,58,12,203,4,45,1
7494,4941,2015-01-15,cannedbeer,2015,1,15,3,4344,"3,00","0,00",8,26,13,148,15,7,8
7495,3547,2015-07-10,pastry,2015,7,10,4,1952,"12,00","1,00",3,28,16,98,4,16,14
7496,1290,2015-04-24,frankfurter,2015,4,24,4,9589,"15,00","2,00",13,25,4,63,16,60,6
7497,4207,2015-08-28,othervegetables,2015,8,28,4,2738,"15,00","0,00",12,39,13,188,20,8,2
7498,2107,2015-01-03,frankfurter,2015,1,3,5,9589,"15,00","2,00",13,24,14,232,20,8,8
7499,3050,2015-11-03,pork,2015,11,3,1,6549,"3,00","2,00",11,35,5,255,24,20,8
7500,3814,2015-07-21,cannedbeer,2015,7,21,1,4344,"3,00","0,00",8,56,4,124,2,2,7
7501,4875,2015-09-13,grapes,2015,9,13,6,7532,"16,00","2,00",11,61,5,117,15,45,11
7502,3691,2015-08-08,bottledwater,2015,8,8,5,1237,"12,00","0,00",7,18,1,237,7,73,6
7503,2433,2015-03-14,beef,2015,3,14,5,3178,"7,00","2,00",9,58,12,203,4,45,1
7504,4757,2015-09-01,herbs,2015,9,1,1,8792,"8,00","0,00",4,54,4,193,13,46,15
7505,1407,2015-04-29,frankfurter,2015,4,29,2,9589,"15,00","2,00",13,30,11,132,5,64,8
7506,4718,2015-12-06,sausage,2015,12,6,6,9945,"5,00","0,00",14,40,16,217,7,35,1
7507,1240,2015-04-14,sausage,2015,4,14,1,9945,"5,00","0,00",14,62,17,125,14,22,4
7508,1792,2015-08-15,newspapers,2015,8,15,5,4998,"18,00","0,00",12,36,9,220,18,90,10
7509,4486,2015-09-11,ham,2015,9,11,4,1524,"13,00","2,00",3,57,16,149,2,90,14
7510,1757,2015-06-15,finishedproducts,2015,6,15,0,615,"10,00","2,00",9,34,6,18,14,52,3
7511,2186,2015-01-07,citrusfruit,2015,1,7,2,9978,"12,00","0,00",13,31,14,249,20,19,4
7512,3752,2015-04-15,berries,2015,4,15,2,168,"18,00","0,00",10,45,5,21,18,64,10
7513,3051,2015-11-29,othervegetables,2015,11,29,6,2738,"15,00","0,00",12,43,1,156,3,59,11
7514,3688,2015-10-23,soda,2015,10,23,4,9166,"8,00","1,00",13,60,17,34,25,30,13
7515,4676,2015-01-15,sausage,2015,1,15,3,9945,"5,00","0,00",14,20,4,136,5,45,11
7516,2142,2015-06-25,liverloaf,2015,6,25,3,4731,"4,00","0,00",4,54,9,71,13,31,3
7517,4939,2015-06-29,soda,2015,6,29,0,9166,"8,00","1,00",13,56,10,232,8,85,2
7518,1806,2015-06-07,beverages,2015,6,7,6,9692,"8,00","1,00",7,37,5,168,3,83,12
7519,1595,2015-05-10,hamburgermeat,2015,5,10,6,2853,"5,00","2,00",11,41,2,118,3,58,10
7520,2086,2015-09-03,chicken,2015,9,3,3,5090,"14,00","1,00",8,48,3,238,1,27,14
7521,4251,2015-03-10,tropicalfruit,2015,3,10,1,1376,"9,00","2,00",15,45,10,120,6,28,2
7522,2689,2015-04-30,nuts/prunes,2015,4,30,3,4778,"18,00","2,00",4,31,17,29,13,1,11
7523,2560,2015-11-26,pork,2015,11,26,3,6549,"3,00","2,00",11,61,9,217,23,88,11
7524,2393,2015-04-17,grapes,2015,4,17,4,7532,"16,00","2,00",11,24,16,41,23,69,11
7525,1669,2015-08-19,sausage,2015,8,19,2,9945,"5,00","0,00",14,46,12,149,20,74,10
7526,3500,2015-04-21,soda,2015,4,21,1,9166,"8,00","1,00",13,57,17,206,6,71,7
7527,1213,2015-03-03,beef,2015,3,3,1,3178,"7,00","2,00",9,26,6,48,3,77,15
7528,4598,2015-11-18,wholemilk,2015,11,18,2,5497,"4,00","2,00",9,32,4,44,25,77,9
7529,1404,2015-03-05,oil,2015,3,5,3,6374,"7,00","0,00",7,27,17,244,14,44,16
7530,1758,2015-02-26,othervegetables,2015,2,26,3,2738,"15,00","0,00",12,39,2,127,19,56,11
7531,1265,2015-07-03,pipfruit,2015,7,3,4,4936,"17,00","1,00",11,32,15,121,2,21,4
7532,1006,2015-06-14,frankfurter,2015,6,14,6,9589,"15,00","2,00",13,43,4,194,19,90,2
7533,2779,2015-10-17,wholemilk,2015,10,17,5,5497,"4,00","2,00",9,39,8,175,14,65,3
7534,4457,2015-03-09,rolls/buns,2015,3,9,0,6555,"17,00","1,00",11,39,16,101,20,47,1
7535,2532,2015-06-07,hamburgermeat,2015,6,7,6,2853,"5,00","2,00",11,28,17,121,23,8,12
7536,2811,2015-02-23,chicken,2015,2,23,0,5090,"14,00","1,00",8,62,7,71,1,0,14
7537,4004,2015-10-05,sausage,2015,10,5,0,9945,"5,00","0,00",14,53,15,145,5,39,7
7538,1737,2015-09-05,hamburgermeat,2015,9,5,5,2853,"5,00","2,00",11,46,3,30,23,76,14
7539,3266,2015-10-25,sausage,2015,10,25,6,9945,"5,00","0,00",14,49,16,82,19,57,8
7540,4981,2015-10-01,margarine,2015,10,1,3,5329,"12,00","2,00",6,46,8,83,1,64,9
7541,1934,2015-06-08,grapes,2015,6,8,0,7532,"16,00","2,00",11,47,14,35,21,56,3
7542,2512,2015-01-19,cannedbeer,2015,1,19,0,4344,"3,00","0,00",8,37,2,252,18,20,5
7543,3400,2015-04-03,bottledbeer,2015,4,3,4,4817,"5,00","0,00",6,51,6,201,6,90,4
7544,4301,2015-01-05,hamburgermeat,2015,1,5,0,2853,"5,00","2,00",11,23,8,149,9,66,13
7545,2997,2015-12-30,shoppingbags,2015,12,30,2,6796,"3,00","1,00",7,52,9,68,24,27,4
7546,1098,2015-05-08,citrusfruit,2015,5,8,4,9978,"12,00","0,00",13,33,17,158,8,71,11
7547,2208,2015-07-30,rootvegetables,2015,7,30,3,7481,"10,00","0,00",15,56,6,184,16,18,6
7548,3672,2015-05-28,berries,2015,5,28,3,168,"18,00","0,00",10,54,3,144,10,53,7
7549,3651,2015-01-24,wholemilk,2015,1,24,5,5497,"4,00","2,00",9,35,1,106,4,82,12
7550,3957,2015-05-15,frankfurter,2015,5,15,4,9589,"15,00","2,00",13,61,4,30,9,45,5
7551,2986,2015-11-01,othervegetables,2015,11,1,6,2738,"15,00","0,00",12,53,8,171,18,17,1
7552,4433,2015-05-25,creamcheese,2015,5,25,0,1084,"15,00","0,00",11,36,8,246,20,32,1
7553,3822,2015-05-27,citrusfruit,2015,5,27,2,9978,"12,00","0,00",13,57,16,150,15,91,2
7554,4588,2015-04-30,tropicalfruit,2015,4,30,3,1376,"9,00","2,00",15,32,4,57,20,73,1
